order_id,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order
2642,36774,prior,19,4,14,1
2646,34721,prior,7,2,14,25
2648,11931,prior,9,4,16,17
2650,8037,prior,12,6,11,6
2651,12084,prior,5,0,17,5
2652,37557,prior,15,1,14,21
2653,40371,prior,4,6,12,7
2654,12205,prior,63,1,17,3
2656,15540,prior,14,1,10,10
2659,28378,prior,3,6,7,7
2665,16848,prior,13,3,11,5
2666,26536,prior,47,1,16,7
2673,53809,prior,5,1,16,6
2676,56639,prior,35,1,18,8
2677,33918,prior,36,4,16,3
2679,33495,prior,45,2,13,5
2681,11752,prior,7,6,16,7
2684,5266,prior,4,3,17,6
2689,57205,prior,3,0,12,9
2693,50761,prior,4,1,10,30
2694,21959,prior,21,5,21,6
2698,48890,prior,97,3,12,7
2705,62795,prior,11,4,10,17
2706,15170,prior,2,3,15,1
2712,11808,prior,46,0,16,10
2715,11225,prior,45,3,12,3
2717,37753,prior,29,6,9,12
2721,32012,test,6,3,13,30
2722,41333,prior,61,0,18,2
2724,12091,prior,42,5,9,10
2727,56994,prior,7,3,10,27
2729,16226,prior,19,3,8,6
2737,9636,train,13,0,19,12
2738,9347,prior,1,0,12,
2740,5070,prior,2,3,14,6
2741,46127,prior,28,0,11,14
2752,21854,prior,17,1,7,11
2753,23371,prior,56,3,6,4
2763,34620,prior,41,3,12,6
2778,62325,prior,15,0,10,9
2780,20966,prior,15,4,12,8
2783,27022,prior,3,5,11,9
2786,23351,prior,8,5,15,19
2794,45335,prior,4,1,10,30
2796,53228,prior,1,0,20,
2803,4282,prior,12,3,17,7
2812,23832,prior,84,4,12,2
2815,56103,prior,1,6,13,
2816,22914,prior,50,0,21,3
2820,22201,train,4,2,19,9
2824,6060,prior,24,5,9,13
2826,38936,prior,90,3,23,1
2833,25715,prior,3,1,0,19
2835,27733,prior,3,2,9,20
2836,5942,prior,5,4,17,6
2838,57249,prior,4,0,11,22
2841,37358,prior,1,1,12,
2844,59399,prior,24,1,9,8
2845,5937,prior,4,6,12,5
2849,29274,prior,12,2,12,10
2851,22401,prior,27,2,14,12
2852,57601,prior,13,4,12,1
2863,1378,prior,34,2,14,6
2870,5330,prior,1,1,10,
2871,6613,prior,18,3,18,30
2873,41008,prior,3,5,17,6
2874,4433,prior,20,4,23,9
2878,47890,prior,1,3,13,
2884,37835,prior,34,6,12,5
2885,52960,prior,15,6,16,17
2896,47375,prior,7,4,16,6
2899,26145,prior,20,6,17,15
2903,22616,prior,5,6,20,2
2904,11334,prior,11,5,14,0
2907,42417,prior,35,1,11,12
2909,60067,prior,47,4,16,0
2911,7610,prior,16,0,11,12
2913,23875,prior,10,4,19,7
2921,51760,prior,18,5,19,6
2923,60948,prior,14,0,16,7
2928,22104,prior,61,1,16,1
2932,22652,prior,6,5,0,30
2938,34012,prior,10,4,9,5
2942,53852,prior,55,2,11,3
2943,4949,prior,47,5,14,6
2944,28571,prior,8,0,12,23
2952,24823,prior,6,1,15,18
2956,29471,prior,21,2,10,23
2960,45255,prior,12,5,18,9
2971,28542,prior,13,2,10,23
2973,45588,prior,15,2,15,16
2975,56085,prior,1,2,13,
2983,18816,prior,23,3,14,13
2985,20433,train,16,0,10,30
2987,31308,prior,1,0,6,
2988,16826,prior,3,6,11,9
2989,6696,prior,15,1,8,0
2993,35005,prior,16,4,15,9
2997,38394,prior,24,0,23,6
3011,17370,prior,1,0,15,
3013,5708,test,6,5,16,5
3019,14821,prior,1,3,15,
3020,37277,prior,6,6,7,8
3021,42206,prior,11,2,17,0
3024,56367,prior,17,3,13,19
3031,2555,prior,21,6,9,6
3033,41107,prior,6,6,23,30
3035,15182,prior,46,6,10,2
3039,61833,prior,1,5,17,
3041,51388,prior,1,4,13,
3046,17926,prior,6,1,20,8
3054,44326,prior,2,0,2,30
3059,8337,prior,31,4,19,4
3062,5543,prior,3,0,12,30
3063,36110,prior,12,6,16,11
3070,43931,prior,4,1,16,12
3079,59746,prior,13,1,15,3
3085,12788,prior,16,5,12,4
3088,5674,prior,6,2,15,14
3094,61011,prior,8,3,11,8
3099,50583,prior,21,5,0,5
3103,8242,train,4,0,15,30
3104,27312,prior,16,4,16,6
3115,52891,prior,2,5,11,4
3121,37481,prior,25,0,22,6
3123,18128,prior,9,0,13,12
3129,43607,prior,1,4,14,
3132,21358,prior,2,0,9,7
3137,20730,prior,6,2,13,4
3139,37240,prior,2,4,17,17
3143,43334,prior,6,1,12,25
3147,8084,prior,16,5,15,12
3150,57142,prior,3,3,16,16
3156,41031,prior,28,0,17,7
3159,12326,prior,3,1,12,5
3166,46838,prior,6,6,17,11
3167,49802,prior,13,5,12,7
3169,36010,prior,12,3,10,14
3170,59400,prior,12,0,22,7
3171,38724,prior,3,1,15,14
3177,22963,prior,65,3,18,2
3178,27250,prior,7,6,13,4
3179,54174,train,5,6,17,30
3180,46215,prior,5,6,13,14
3182,27838,prior,8,3,19,12
3189,53982,prior,5,6,18,8
3191,33386,prior,12,4,11,14
3201,24914,prior,28,6,9,14
3203,21782,prior,31,3,15,5
3204,23931,prior,11,4,16,5
3207,46019,prior,79,3,15,1
3209,19636,train,6,0,13,27
3210,45075,prior,16,5,16,30
3211,27580,prior,15,5,7,15
3213,18067,prior,4,2,9,30
3214,43599,prior,14,3,16,30
3215,58538,prior,2,2,10,13
3218,2688,prior,34,1,13,6
3225,31021,prior,66,5,9,4
3228,24406,prior,20,0,19,8
3229,3583,prior,4,6,10,15
3231,4356,prior,68,3,9,2
3234,25287,prior,1,2,10,
3239,55607,prior,2,3,19,7
3240,47642,prior,12,1,17,19
3245,917,prior,11,1,9,4
3254,17965,prior,1,5,21,
3258,57344,prior,5,1,21,18
3262,38353,prior,91,4,15,3
3263,35443,prior,4,6,18,15
3274,16011,prior,17,6,11,3
3275,53748,prior,38,5,9,7
3283,1381,prior,12,6,12,8
3285,44395,prior,3,0,18,30
3287,18631,prior,93,1,8,5
3288,58289,prior,3,2,12,8
3289,28415,prior,17,4,17,5
3294,53805,prior,2,6,9,13
3295,3243,prior,5,2,16,30
3299,8967,prior,1,0,20,
3304,42591,prior,4,1,14,14
3306,13749,prior,3,2,14,9
3311,9852,prior,30,1,20,4
3315,6754,prior,2,0,7,8
3317,46838,prior,18,4,17,3
3319,5902,prior,4,5,21,11
3322,4199,prior,5,0,10,3
3323,7886,prior,2,2,20,11
3325,62645,prior,68,1,21,2
3329,29436,prior,9,6,11,7
3332,11236,prior,50,0,11,1
3334,34691,prior,19,6,16,14
3339,54351,prior,2,2,14,8
3341,17152,prior,6,3,12,30
3344,40111,test,14,6,17,30
3348,25116,prior,25,0,16,4
3353,42959,prior,1,0,12,
3354,32508,prior,14,4,11,7
3355,32429,prior,13,3,17,1
3358,13406,prior,12,6,10,7
3359,19875,prior,70,1,16,3
3361,26591,prior,1,6,15,
3364,37562,prior,12,0,14,4
3368,32789,train,21,5,16,9
3369,48465,prior,5,4,16,0
3376,16573,prior,7,5,8,10
3377,63075,prior,20,4,19,2
3382,23266,prior,28,1,22,5
3385,13289,prior,9,0,19,14
3388,21470,prior,4,2,17,14
3389,25321,prior,18,0,15,6
3390,50909,prior,4,5,10,14
3396,35085,prior,7,5,14,10
3398,56413,prior,2,5,12,7
3400,51507,prior,21,0,11,7
3401,42953,prior,14,4,18,14
3410,26072,prior,9,1,19,16
3411,25747,prior,13,3,9,28
3428,27281,prior,2,3,15,8
3431,5963,prior,25,4,10,10
3435,34065,prior,47,3,14,3
3438,28963,prior,13,0,16,7
3439,47368,prior,2,1,13,21
3441,35704,prior,31,2,12,7
3443,58017,prior,4,3,10,18
3445,27466,prior,12,6,12,7
3446,31419,prior,2,1,14,30
3447,12025,prior,30,6,9,7
3448,39218,prior,8,1,8,4
3449,208,prior,2,1,11,30
3451,7309,prior,9,3,18,3
3452,508,prior,6,4,16,9
3455,38765,prior,11,6,14,11
3456,30096,prior,38,2,15,5
3461,9094,prior,1,0,15,
3462,4865,prior,11,4,10,5
3465,30625,prior,11,5,11,5
3466,20719,prior,7,1,4,11
3467,23845,prior,5,6,17,12
3476,61640,prior,6,3,17,5
3477,54625,prior,19,3,22,11
3480,33240,prior,1,6,17,
3484,51956,train,14,0,15,18
3485,58853,prior,47,5,17,1
3492,29623,prior,79,2,16,1
3497,33475,prior,23,1,18,9
3498,14934,prior,14,4,14,11
3504,45405,prior,19,1,19,1
3507,12522,test,9,4,14,18
3508,43365,prior,74,0,10,5
3513,5441,prior,3,4,20,13
3523,25412,prior,28,1,1,5
3527,21515,train,9,4,22,4
3529,286,train,4,4,9,19
3530,31895,prior,1,0,10,
3534,11176,prior,13,0,14,3
3536,51867,prior,33,0,16,5
3538,62354,prior,23,3,21,3
3539,59663,prior,12,1,5,5
3555,38495,prior,86,1,17,3
3556,55664,prior,11,0,14,6
3558,818,prior,55,2,20,1
3560,57970,prior,3,4,5,26
3563,6990,train,29,0,10,22
3564,34362,prior,62,3,10,1
3570,17930,prior,5,6,8,30
3571,30603,prior,3,3,16,7
3578,33436,prior,19,2,12,11
3579,50111,prior,14,2,9,4
3588,53160,prior,15,6,10,5
3594,8340,prior,30,3,17,21
3595,41026,prior,81,4,17,0
3600,52949,prior,13,4,12,4
3603,38453,prior,2,0,16,6
3604,43323,prior,4,3,19,30
3607,39278,prior,30,0,11,9
3608,42307,prior,41,3,15,4
3609,25540,prior,5,4,16,5
3621,14584,prior,9,5,14,30
3626,15682,prior,10,0,10,14
3629,54330,prior,69,4,13,3
3630,28120,prior,7,2,11,30
3632,14332,prior,43,2,16,2
3634,57633,prior,11,5,14,5
3635,29570,prior,11,0,10,12
3639,51198,prior,8,2,16,9
3640,60707,prior,21,0,16,6
3646,34654,prior,20,3,11,7
3649,4483,train,8,3,7,30
3652,11562,prior,7,5,15,25
3655,1344,prior,22,3,13,0
3660,5575,prior,2,6,13,27
3662,52511,prior,9,0,11,7
3666,1602,prior,8,0,11,30
3668,9159,prior,3,4,21,6
3670,25433,prior,61,1,9,10
3671,3657,prior,2,4,14,5
3672,43329,prior,30,3,19,2
3674,45628,prior,41,2,17,3
3679,58605,prior,2,5,18,0
3682,32134,prior,10,4,12,30
3685,35692,prior,3,6,6,3
3692,55212,prior,4,2,6,30
3696,21516,prior,54,3,9,8
3712,50451,prior,9,1,18,15
3714,43062,prior,15,5,9,4
3717,39088,prior,1,5,14,
3719,21819,prior,40,1,13,1
3721,24206,prior,10,1,17,4
3725,7962,prior,19,2,15,5
3726,48512,prior,7,1,20,8
3727,17173,prior,23,0,18,9
3733,605,train,6,1,17,30
3737,58966,prior,2,5,15,13
3739,62985,prior,26,3,16,8
3741,12010,prior,15,3,11,7
3751,12672,prior,9,0,14,7
3754,4176,prior,20,3,11,2
3756,47624,prior,39,0,12,5
3757,8506,prior,15,1,13,7
3761,4931,prior,2,5,17,7
3763,22865,prior,16,5,11,29
3764,26708,prior,17,1,8,7
3771,20197,prior,3,1,19,29
3774,61331,prior,9,2,11,30
3776,50201,prior,4,1,18,28
3777,53572,prior,1,6,17,
3779,19500,prior,73,4,16,4
3780,27526,prior,1,2,15,
3787,14867,prior,4,1,18,5
3789,16986,prior,40,1,13,7
3792,22835,prior,1,6,15,
3796,27027,prior,5,3,14,13
3797,6577,prior,38,1,11,14
3799,3962,prior,4,3,13,8
3807,2383,prior,30,1,15,0
3808,61731,prior,10,1,9,16
3809,19468,prior,5,4,13,1
3812,47277,prior,7,6,17,13
3815,15572,prior,25,0,14,4
3817,7172,train,23,3,13,7
3824,13212,prior,3,2,17,7
3834,2371,prior,26,6,17,8
3838,6320,prior,13,6,14,26
3841,60944,prior,7,5,8,1
3844,54691,prior,10,2,18,9
3847,27594,prior,3,2,9,15
3848,54844,prior,21,5,18,0
3851,42789,prior,8,1,9,4
3854,58541,prior,3,3,8,29
3862,61760,prior,2,0,11,30
3863,60182,prior,4,1,18,30
3865,9095,prior,30,1,20,30
3867,59971,test,12,6,18,30
3869,53854,prior,7,0,18,13
3870,62094,test,36,3,9,14
3875,26846,prior,3,6,14,22
3880,54151,prior,4,0,12,4
3881,34383,prior,3,3,19,10
3885,45129,prior,39,3,11,15
3893,49902,prior,55,3,22,4
3894,29067,prior,22,3,13,7
3895,9492,prior,1,0,15,
3897,43823,prior,4,3,20,30
3900,20383,prior,49,3,14,4
3908,6739,prior,11,1,12,18
3911,51880,prior,16,6,14,4
3914,22963,prior,48,2,11,4
3918,52153,prior,12,1,18,6
3920,20835,prior,12,0,19,4
3921,4218,prior,17,3,16,13
3927,583,prior,31,0,13,19
3929,26890,prior,1,0,9,
3931,12691,prior,4,0,12,25
3934,17806,prior,15,5,11,6
3936,51199,prior,3,1,14,26
3948,32165,prior,64,5,10,30
3952,8309,prior,4,0,15,27
3953,42064,prior,82,5,22,4
3965,54440,prior,7,2,18,5
3970,58491,prior,55,1,11,1
3975,41125,prior,9,6,9,17
3978,46411,prior,27,2,9,18
3980,54803,prior,15,1,13,17
3982,41725,prior,1,1,16,
3989,2646,prior,46,1,11,2
3990,21163,prior,4,1,4,7
3992,27726,prior,9,2,6,12
3993,63004,prior,7,0,17,2
3994,55509,prior,3,0,15,2
3995,16307,prior,19,6,18,25
3998,62242,prior,18,4,8,3
4000,57725,prior,3,4,17,30
4003,32208,prior,13,1,13,18
4006,22622,train,10,4,18,10
4007,36166,prior,9,2,15,1
4011,21721,train,7,0,14,30
4014,32107,prior,4,4,16,3
4019,40188,prior,11,5,8,1
4021,60315,prior,16,3,11,3
4031,56337,prior,63,4,16,3
4033,61756,prior,16,2,18,13
4035,19868,prior,14,0,14,30
4039,9401,prior,11,1,10,2
4041,37314,prior,26,0,15,14
4043,24704,prior,4,1,17,30
4044,11603,prior,8,3,10,4
4045,50109,prior,4,4,16,1
4049,7792,prior,39,4,12,5
4050,35476,prior,15,3,8,9
4055,33552,test,34,3,11,15
4056,7020,prior,4,2,12,30
4060,38711,prior,4,5,15,5
4062,49611,prior,9,5,8,16
4065,15383,test,4,6,16,17
4069,42964,prior,9,6,7,26
4073,46050,prior,5,6,15,6
4074,34389,prior,1,0,8,
4077,14773,prior,17,5,7,7
4079,20796,prior,4,3,15,30
4083,39488,prior,2,0,13,4
4084,50074,prior,39,5,11,2
4085,55076,prior,5,5,0,30
4088,26113,prior,10,4,13,17
4089,10888,prior,58,2,9,5
4092,23057,train,27,6,14,14
4094,3273,prior,26,0,11,7
4097,3456,prior,23,4,15,9
4099,32591,prior,4,5,7,30
4103,5938,prior,2,5,18,24
4105,25781,prior,6,0,14,21
4106,41163,prior,1,4,12,
4107,58994,prior,2,2,9,30
4111,33740,train,8,5,20,17
4125,29623,prior,76,3,23,0
4130,44229,prior,6,2,8,13
4135,39648,prior,9,3,6,6
4139,25544,prior,10,4,13,30
4151,28467,prior,1,3,18,
4154,53936,prior,9,4,1,11
4159,13451,prior,11,1,13,21
4163,222,prior,68,2,10,1
4164,53847,train,7,1,10,30
4171,4900,prior,8,1,10,5
4174,27108,prior,15,4,12,2
4175,39176,prior,62,3,8,2
4179,46000,prior,31,4,18,12
4182,13657,prior,1,4,11,
4187,40809,prior,23,1,9,9
4189,30091,train,27,3,12,14
4190,54314,prior,18,1,10,7
4191,44089,prior,22,1,12,7
4205,61197,prior,8,6,16,7
4206,4218,prior,9,3,17,15
4207,24206,prior,15,1,17,3
4209,21151,prior,13,0,11,7
4217,26430,train,4,4,10,15
4219,33083,prior,20,3,14,5
4220,29530,prior,38,4,10,2
4222,33719,prior,2,1,19,12
4225,25351,prior,3,0,10,12
4232,57704,prior,41,0,7,1
4234,40150,train,14,0,7,20
4236,15741,prior,7,6,15,30
4246,59100,prior,8,4,15,7
4247,26123,prior,37,4,16,3
4249,7663,prior,13,5,19,3
4255,40738,prior,34,6,21,7
4256,14766,prior,5,2,14,12
4265,23023,prior,39,1,13,8
4266,7682,prior,8,0,11,22
4270,9734,prior,27,4,9,8
4271,28730,prior,9,4,7,7
4272,21166,prior,27,2,9,8
4273,61896,prior,2,5,9,30
4276,25966,prior,17,6,10,2
4282,42962,prior,1,0,15,
4287,16152,prior,13,5,12,30
4289,10919,prior,4,0,13,11
4291,29298,prior,7,3,19,1
4297,31674,prior,31,2,21,5
4304,24261,prior,15,4,14,14
4307,173,prior,11,3,16,2
4310,53897,prior,44,5,19,7
4313,18287,prior,7,1,11,6
4316,50362,prior,18,6,16,6
4320,19432,prior,25,2,8,3
4329,29596,prior,5,4,15,10
4330,7331,prior,4,6,11,27
4337,44671,prior,17,4,16,1
4339,6409,prior,23,0,7,8
4342,56586,prior,7,3,10,13
4347,52304,train,4,3,16,19
4353,18482,test,29,6,20,6
4363,28446,prior,13,5,19,0
4366,3646,prior,1,6,10,
4373,22395,prior,45,3,12,2
4378,45661,prior,9,3,13,26
4382,8926,prior,21,3,18,26
4383,55706,train,24,1,16,8
4386,45297,prior,2,1,12,7
4387,48224,prior,6,3,18,16
4390,56315,prior,3,1,11,30
4402,14809,prior,1,5,20,
4405,29151,prior,58,3,13,2
4409,57877,prior,27,6,16,2
4410,28778,prior,6,3,16,9
4413,3651,prior,17,3,15,5
4417,6131,prior,19,5,9,4
4418,35718,prior,3,6,22,16
4420,13807,prior,2,1,15,18
4423,42416,prior,16,3,20,3
4428,27546,prior,1,4,7,
4430,35404,prior,56,2,18,4
4432,24167,prior,9,3,12,6
4435,51176,prior,25,4,10,2
4438,8999,prior,6,4,8,4
4439,43190,prior,40,5,8,2
4440,9170,prior,1,0,12,
4443,48340,prior,1,3,15,
4446,17001,prior,51,2,21,5
4452,31427,prior,1,0,10,
4453,12782,prior,5,1,15,1
4464,13444,prior,5,1,13,12
4469,41521,prior,17,0,13,8
4478,33056,prior,12,2,10,21
4480,51061,prior,5,0,10,12
4482,42560,prior,7,6,11,13
4486,24272,prior,1,0,21,
4488,33255,prior,2,0,9,30
4490,33397,prior,20,1,13,13
4492,3597,prior,16,0,12,5
4495,27197,train,10,2,12,7
4496,47062,prior,4,4,12,8
4506,10541,prior,10,1,10,10
4510,59443,prior,13,2,14,4
4515,652,prior,66,6,13,1
4520,11953,prior,28,1,10,7
4529,54001,prior,47,1,13,5
4530,45345,prior,11,2,12,16
4532,57209,prior,1,3,18,
4535,16226,prior,26,3,19,6
4538,58123,prior,7,1,16,1
4539,58259,prior,4,3,13,21
4548,1623,prior,11,6,9,20
4558,1242,prior,14,6,14,0
4559,42955,prior,5,4,10,5
4570,45587,prior,41,6,15,6
4571,8265,prior,52,4,0,3
4572,787,prior,2,4,9,10
4575,29288,prior,1,2,18,
4583,53482,prior,1,2,15,
4588,46192,prior,20,6,15,4
4591,5441,prior,7,0,12,30
4594,52888,prior,9,5,9,5
4595,66,prior,3,3,21,30
4596,29413,prior,38,4,14,3
4604,4789,prior,24,0,19,6
4605,14078,prior,12,2,8,30
4606,49342,prior,5,2,8,9
4614,39064,prior,2,3,13,7
4618,6517,prior,3,2,10,7
4620,56166,prior,5,6,20,2
4622,43724,prior,19,0,16,13
4623,43052,prior,19,0,17,4
4627,38506,prior,9,3,12,30
4628,4048,prior,2,1,21,10
4631,16137,prior,3,1,11,5
4635,4937,prior,5,1,22,28
4642,25033,prior,14,6,13,4
4643,17168,prior,3,6,12,30
4645,47954,prior,9,2,12,20
4649,47686,prior,10,2,14,2
4652,35153,prior,52,4,11,2
4655,34606,test,15,0,22,3
4657,57954,prior,22,2,11,2
4659,52352,prior,62,1,13,4
4667,22344,prior,11,5,8,8
4668,44124,prior,8,3,17,30
4669,23244,prior,10,5,8,10
4674,11060,prior,9,1,15,30
4678,36916,prior,44,5,14,4
4681,62506,prior,8,6,11,7
4682,54594,prior,60,1,16,2
4687,5642,prior,15,5,16,7
4688,39460,prior,23,2,15,3
4690,36666,prior,30,1,14,3
4702,37460,prior,7,5,21,30
4704,39033,prior,36,2,10,7
4705,17967,prior,32,0,17,3
4706,18462,prior,3,1,18,20
4711,2156,train,12,0,18,30
4712,37809,prior,16,4,13,2
4713,11689,prior,1,0,10,
4715,35774,prior,2,3,15,9
4716,61607,prior,34,6,15,7
4721,2423,prior,7,1,16,11
4725,4368,prior,12,2,15,1
4728,54921,prior,38,1,15,7
4733,36975,prior,20,4,9,2
4739,61236,prior,26,2,12,13
4740,56041,prior,20,1,19,7
4750,38643,prior,18,1,10,30
4751,37732,prior,2,0,16,7
4754,17317,prior,14,0,9,6
4758,1920,prior,9,0,22,30
4759,18107,prior,4,1,21,11
4760,38648,prior,21,0,17,30
4762,41351,prior,11,2,5,21
4763,52638,prior,1,1,12,
4766,2496,prior,40,3,11,4
4774,4490,prior,70,3,9,2
4777,45492,prior,3,3,11,16
4778,46854,prior,13,5,21,26
4779,37628,prior,25,6,18,8
4790,12762,train,4,0,16,30
4800,10527,prior,10,1,12,12
4802,36427,prior,6,3,14,2
4804,36538,prior,1,0,16,
4805,25121,prior,20,3,16,30
4808,52335,prior,16,3,22,8
4812,9161,prior,7,5,10,13
4813,50733,prior,53,2,11,9
4814,1423,prior,7,6,11,6
4818,52412,prior,18,3,14,1
4819,44157,prior,15,1,8,7
4820,49210,prior,72,6,18,2
4827,59631,train,25,5,17,6
4828,49957,prior,19,2,11,1
4829,22914,prior,10,2,15,3
4834,49563,prior,31,0,18,13
4837,28537,prior,2,2,11,10
4838,47202,prior,46,1,14,10
4839,41439,prior,8,2,15,9
4841,51244,prior,12,1,14,20
4843,11907,prior,17,4,21,2
4847,44249,prior,13,1,9,11
4849,6721,prior,34,0,12,24
4851,16716,prior,20,1,11,11
4853,5718,prior,16,6,14,14
4856,17776,prior,4,3,10,6
4861,30930,prior,5,6,8,6
4864,1072,prior,7,5,11,4
4866,36205,prior,3,1,8,30
4868,22909,prior,42,5,14,5
4882,25645,prior,4,6,12,4
4886,9364,prior,24,4,17,20
4889,32497,prior,4,4,15,6
4890,451,prior,16,2,8,4
4891,31807,prior,2,1,14,30
4892,42081,prior,19,1,22,1
4895,54671,prior,9,4,9,30
4896,40929,prior,38,1,12,6
4899,23664,prior,39,0,14,3
4900,7293,prior,35,0,9,5
4905,42130,prior,2,5,14,2
4909,36939,prior,31,2,11,8
4913,58697,prior,23,0,16,5
4917,28758,test,8,3,14,27
4926,27360,prior,16,3,15,0
4929,54490,prior,15,3,11,7
4937,47336,prior,17,0,13,2
4938,59095,prior,8,2,20,5
4940,25141,prior,25,0,18,0
4945,5098,prior,2,5,13,5
4948,17964,prior,51,4,12,1
4949,3974,prior,26,3,18,13
4954,39165,prior,1,6,14,
4955,11755,prior,47,5,22,7
4964,30650,prior,15,5,15,2
4965,17896,prior,50,1,9,4
4968,41555,train,5,6,18,26
4974,23601,prior,3,0,14,30
4976,37396,prior,7,2,10,28
4978,9006,prior,11,2,18,9
4981,8384,prior,5,2,12,30
4982,43576,prior,23,6,13,16
4984,21265,train,12,2,8,8
4993,49618,prior,8,6,10,14
4994,41731,prior,2,0,14,14
4999,43906,prior,2,3,10,6
5001,55793,prior,2,2,12,13
5002,36875,prior,40,1,9,5
5010,824,prior,11,3,8,30
5014,54798,prior,32,4,10,1
5025,18275,prior,62,3,18,2
5026,60710,prior,8,1,15,8
5027,43303,prior,15,1,20,16
5029,57673,train,15,3,17,13
5032,46621,prior,27,2,18,7
5037,49531,prior,8,3,16,16
5038,42044,prior,51,1,14,5
5049,18440,prior,23,3,17,10
5050,8634,prior,5,2,1,14
5051,54574,prior,2,3,12,12
5054,7848,prior,2,1,11,6
5059,12479,prior,11,5,11,24
5060,15626,prior,20,1,11,2
5061,23630,prior,4,3,14,12
5067,17242,prior,8,1,17,14
5075,8260,prior,3,1,10,30
5080,23548,prior,47,4,11,7
5083,22524,prior,52,2,14,9
5084,28223,prior,6,4,8,2
5085,24447,prior,4,3,17,20
5088,20555,prior,7,3,20,8
5089,18700,prior,1,0,11,
5095,21126,test,22,6,18,9
5100,38733,prior,53,1,12,7
5101,56620,prior,14,0,9,7
5106,13927,prior,85,4,2,3
5114,19918,prior,48,3,10,6
5117,5403,train,4,1,16,30
5118,62851,prior,14,0,13,14
5123,39115,prior,19,3,15,16
5124,24667,prior,4,2,13,5
5125,5897,prior,10,2,16,4
5126,21653,prior,22,1,11,6
5128,16670,test,7,5,17,21
5129,31773,prior,38,1,10,8
5132,59216,prior,17,3,16,12
5135,19569,prior,13,3,17,17
5138,44285,prior,54,1,17,5
5140,43373,prior,6,6,14,7
5142,7744,prior,90,6,10,3
5145,55666,prior,15,0,9,13
5146,1767,prior,16,5,5,25
5147,55360,prior,28,3,18,2
5148,41789,prior,9,6,17,6
5149,15765,prior,9,5,16,30
5150,2258,prior,1,1,11,
5155,61101,prior,16,0,14,30
5157,7205,prior,9,3,14,1
5158,25306,prior,61,6,15,1
5160,54592,prior,4,3,16,25
5161,26620,prior,22,1,10,9
5179,42762,prior,6,5,12,9
5180,47879,prior,3,0,21,6
5190,47617,prior,11,1,13,6
5192,8637,prior,2,1,14,17
5199,34881,prior,10,2,12,4
5202,41052,prior,9,4,14,30
5203,14825,prior,3,6,17,10
5206,6754,prior,27,5,16,0
5207,36848,prior,22,1,16,6
5208,48203,prior,5,0,15,5
5213,36052,prior,21,1,15,3
5222,40913,prior,3,3,10,14
5227,34587,prior,7,1,16,14
5228,1753,prior,8,6,11,8
5234,20414,prior,4,0,15,7
5240,15165,prior,22,1,10,15
5243,10412,prior,3,2,21,30
5244,14873,prior,13,5,12,4
5250,42818,prior,1,4,17,
5252,59180,prior,93,1,13,8
5257,9278,prior,22,6,12,9
5260,12759,prior,23,3,19,3
5270,45564,prior,39,3,10,3
5272,48049,prior,41,1,15,0
5280,40270,prior,2,3,16,30
5283,16261,prior,4,4,19,2
5289,46839,prior,2,3,18,8
5291,34404,prior,6,2,16,6
5293,585,prior,1,0,12,
5296,49841,prior,20,0,12,6
5302,3060,prior,1,2,17,
5305,55802,prior,10,5,23,19
5308,61740,prior,7,2,17,8
5311,41233,prior,6,3,14,13
5314,56542,prior,4,5,22,5
5316,6035,prior,16,0,16,7
5317,31534,prior,10,3,16,10
5322,27450,prior,6,3,17,4
5328,52844,prior,13,1,11,30
5333,42814,prior,2,3,14,4
5334,5474,prior,1,5,12,
5336,37030,prior,8,3,19,2
5341,6990,prior,16,1,17,4
5345,33526,prior,27,6,10,13
5347,17896,prior,45,4,9,0
5349,22822,test,4,6,12,8
5350,5818,prior,22,5,9,6
5353,43758,prior,35,4,16,2
5355,8759,prior,4,5,12,30
5358,26984,prior,23,1,18,4
5360,32875,prior,4,3,17,12
5362,43058,train,15,0,22,30
5373,35851,prior,14,6,15,28
5375,44103,prior,68,0,10,2
5380,54235,prior,39,3,16,2
5383,25902,prior,18,5,9,14
5388,42066,prior,5,3,17,10
5389,62205,prior,32,4,8,2
5392,15652,prior,8,6,18,7
5395,52028,prior,9,6,15,8
5413,2286,prior,11,6,10,8
5415,62675,test,6,1,15,30
5417,3741,prior,30,3,10,7
5420,26092,prior,75,2,7,2
5421,36716,prior,9,4,14,15
5422,57628,prior,3,4,18,22
5423,53837,prior,45,1,14,2
5425,20645,prior,9,0,8,4
5436,44327,prior,2,4,12,16
5442,40703,prior,19,3,13,9
5444,11998,prior,6,1,13,5
5446,19439,prior,17,1,8,27
5449,61476,prior,76,4,6,0
5452,36627,prior,27,3,14,2
5453,39545,prior,2,3,20,6
5460,40556,train,27,0,11,6
5461,44035,prior,44,5,15,0
5462,31639,prior,6,5,10,6
5463,5314,prior,15,1,18,13
5465,46516,prior,17,0,19,21
5466,43745,train,4,6,18,18
5467,37108,prior,17,5,9,7
5470,42991,prior,8,3,14,13
5473,39911,prior,71,1,10,8
5476,42681,prior,7,0,21,8
5483,32001,prior,51,2,10,2
5484,34124,prior,5,0,11,1
5495,3828,prior,1,2,16,
5496,55864,prior,35,2,23,5
5497,42206,prior,42,4,13,17
5504,46275,prior,6,2,11,30
5508,34602,prior,14,3,10,2
